Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
IKK complex recruitment by IRAK1	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	TRAF6
IRAK2-mediated activation of TAK1 complex	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	TRAF6
Splicing regulation through Sam68	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	MAP2K1
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	TRAF6
Tetrahydrobiopterin (BH4) biosynthesis, recycling, salvage and regulation	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	CALM1
Zinc influx into cells by the SLC39 gene family	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	SLC39A6
Aquaporin-mediated transport	2/50	0.10554033609278364	0.2406685698763188	0	0	3.7539954337899544	8.441467129790793	GNB1;GNAS
Chagas disease	3/104	0.10822212528697513	0.24607278631534116	0	0	2.681169951857571	5.961767590869773	PPP2CB;TRAF6;GNAS
Purine metabolism	4/164	0.10880348197039709	0.24660521651141828	0	0	2.260253456221198	5.013721207786249	PKM;IMPDH1;PGM2;AK4
Type I interferon (interferon-alpha/beta) pathway	2/51	0.10908139488274395	0.24660521651141828	0	0	3.677196906159724	8.14742152933342	PTPN9;PTPRJ
Apoptotic execution  phase	2/52	0.11265362377699141	0.24875982024419704	0	0	3.6034703196347033	7.8679520248151	VIM;LMNB1
Endometrial cancer	2/52	0.11265362377699141	0.24875982024419704	0	0	3.6034703196347033	7.8679520248151	MAP2K1;CTNNA1
Interleukin-2 receptor beta chain in T cell activation	2/52	0.11265362377699141	0.24875982024419704	0	0	3.6034703196347033	7.8679520248151	MAP2K1;IL2RA
Taste transduction	2/52	0.11265362377699141	0.24875982024419704	0	0	3.6034703196347033	7.8679520248151	GNB1;GNAS
Wnt signaling pathway	5/231	0.11367274673958877	0.24875982024419704	0	0	2.0027245165519503	4.354787477728502	PPP2CB;CSNK2B;NFATC2;RAC1;LDLR
Attenuation of GPCR signaling	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	GNAS
CD28-dependent Vav1 pathway	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	RAC1
Down syndrome cell adhesion molecule (DSCAM) interactions	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	RAC1
Integrin beta-4 pathway	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	LAMA5
Osteopontin signaling	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	MAP2K1
Purine ribonucleoside monophosphate biosynthesis	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	IMPDH1
Regulated proteolysis of p75 neurotrophin receptor	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	TRAF6
SLBP-dependent processing of replication-dependent histone pre-mRNAs	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	SNRPB
SUMOylation as a mechanism to modulate CtBP-dependent gene responses	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	UBE2A
Serotonin transporter activity	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	PPP2CB
Signaling by VEGF	1/11	0.11507900429547771	0.24875982024419704	0	0	8.985909090909091	19.428761066206413	VEGFA
Interferon signaling	4/168	0.11606288051617089	0.24925519758711176	0	0	2.2046757333932785	4.748040722656263	IFITM3;IFITM1;IFITM2;EIF4A3
Amyotrophic lateral sclerosis (ALS)	2/53	0.11625590964772768	0.24925519758711176	0	0	3.532634971796938	7.602094100047096	RAC1;SOD1
JNK/MAPK pathway	2/53	0.11625590964772768	0.24925519758711176	0	0	3.532634971796938	7.602094100047096	TRAF6;RAC1
Protein metabolism	8/442	0.11800848349311263	0.2523270825909644	0	0	1.674130806343437	3.5776154624089544	TUBB6;FUT8;MGAT4B;ETF1;ACO2;EEF2;EIF3C;EIF3D
Non-small cell lung cancer	2/54	0.11988715997177896	0.2556512681560368	0	0	3.4645240604144716	7.34896337653173	MAP2K1;PLCG2
Leptin influence on immune response	3/110	0.12244900025584775	0.25929861745381866	0	0	2.530052302152105	5.31326330781211	TFRC;IL2RA;VEGFA
Calcineurin-dependent NFAT signaling role in lymphocytes	2/55	0.12354630247081869	0.25929861745381866	0	0	3.398983372103041	7.107747622391468	NFATC2;YWHAZ
BMP signaling and regulation	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	BMPR1A
Beta-arrestins in GPCR desensitization	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	GNAS
Caspase-mediated cleavage of cytoskeletal proteins	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	VIM
D4-GDI signaling pathway	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	GZMB
Granzyme A-mediated apoptosis pathway	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	GZMB
Inhibition of replication initiation of damaged DNA by RB1/E2F1	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	PPP2CB
Iron metabolism in placenta	1/12	0.1248627470990637	0.25929861745381866	0	0	8.168595041322314	16.99509010087468	TFRC
Signaling by EGFR in cancer	3/111	0.12488399826673141	0.25929861745381866	0	0	2.5064984709480123	5.2144441899614575	MAP2K1;CDKN1A;CALM1
Thromboxane A2 receptor signaling	2/56	0.12723228483332769	0.2634810307965762	0	0	3.3358701166920346	6.877699685535135	GNB1;RAC1
Cell cycle	8/453	0.13038669940820904	0.2690491529001881	0	0	1.6318193807036978	3.32442506643543	PSMD8;PLK4;PPP2CB;CDKN1A;DBF4;KIF23;YWHAZ;LMNB1
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	2/57	0.13094407441530068	0.2690491529001881	0	0	3.275051888750519	6.658131232376456	EIF3C;EIF3D
Acute myeloid leukemia	2/57	0.13094407441530068	0.2690491529001881	0	0	3.275051888750519	6.658131232376456	MAP2K1;PIM2
CTL mediated immune response against target cells	1/13	0.13453880463721904	0.27246933109059235	0	0	7.4875	15.019195801640365	GZMB
Chemiosmotic coupling formation of ATP	1/13	0.13453880463721904	0.27246933109059235	0	0	7.4875	15.019195801640365	ATP5D
MAP kinase downregulation by phosphorylation of MEK1 by Cdk5/p35	1/13	0.13453880463721904	0.27246933109059235	0	0	7.4875	15.019195801640365	MAP2K1
Melanocyte development and pigmentation pathway	1/13	0.13453880463721904	0.27246933109059235	0	0	7.4875	15.019195801640365	MAP2K1
TACI and BCMA stimulation of B cell immune responses	1/13	0.13453880463721904	0.27246933109059235	0	0	7.4875	15.019195801640365	TRAF6
HIV-1 Nef as negative effector of Fas and TNF	2/58	0.13468065795352474	0.27246933109059235	0	0	3.216405740378343	6.448407186953096	ACTG1;LMNB1
CXCR4 signaling pathway	3/116	0.1373158727975136	0.2763832235643833	0	0	2.3949825444507593	4.75516926457401	MAP2K1;GNB1;RAC1
Vascular smooth muscle contraction	3/116	0.1373158727975136	0.2763832235643833	0	0	2.3949825444507593	4.75516926457401	MAP2K1;GNAS;CALM1
Cell cycle checkpoints	3/117	0.13985165894485038	0.2807708878053103	0	0	2.373853211009174	4.669779935749853	PSMD8;CDKN1A;DBF4
Ephrin receptor B forward pathway	2/60	0.1422242486301471	0.28213770096485946	0	0	3.1051802865690443	6.05618915232085	MAP2K1;RAC1
Neurotrophic factor-mediated Trk receptor signaling	2/60	0.1422242486301471	0.28213770096485946	0	0	3.1051802865690443	6.05618915232085	MAP2K1;RAC1
Prolactin regulation of apoptosis	3/118	0.14240325954130464	0.28213770096485946	0	0	2.3530913442361387	4.586392432564346	SOCS2;EGLN3;CISH
AKT phosphorylation of cytosolic targets	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	CDKN1A
Activation of Rac	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	RAC1
DCC-mediated attractive signaling	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	RAC1
HIV-1 early elongation complex formation	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	NELFE
Sema3A-plexin repulsion signaling by inhibiting integrin adhesion	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	RAC1
T cell receptor/Ras pathway	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	MAP2K1
Visual signal transduction	1/14	0.14410835676658856	0.28213770096485946	0	0	6.911188811188811	13.388284366064061	GNB1
HIV genome transcription	2/61	0.14602932331261162	0.28448675578679156	0	0	3.0523953254392073	5.872649371329715	CDK9;NELFE
Ion channel transport	2/61	0.14602932331261162	0.28448675578679156	0	0	3.0523953254392073	5.872649371329715	ATP8B4;ATP10A
Circadian rhythm	2/62	0.1498553264103691	0.28918558013969087	0	0	3.0013698630136987	5.696854939068693	SREBF1;NAMPT
Colorectal cancer	2/62	0.1498553264103691	0.28918558013969087	0	0	3.0013698630136987	5.696854939068693	MAP2K1;RAC1
Notch signaling pathway	3/121	0.1501501370676636	0.28918558013969087	0	0	2.2929171201990357	4.347645027853345	CDKN1A;RBBP8;ENO1
Signaling by PDGF	3/122	0.15276218550665147	0.28918558013969087	0	0	2.273533266517616	4.271680064279896	MAP2K1;CDKN1A;CALM1
Arf6 vesicle-mediated transport	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	RAC1
BMP signaling pathway in stem cells	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	BMPR1A
Calcium signaling by HBx of hepatitis B virus	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	MAP2K1
Fibrinolysis pathway	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	UBE2A
Glycosaminoglycan biosynthesis: keratan sulfate	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	FUT8
Mu-calpain pathway	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	RAC1
Sema3A/PAK-dependent axon repulsion	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	RAC1
Signaling to p38 via RIT and RIN	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	MAP2K1
Spliceosomal assembly	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	SNRPB
TRAF6-mediated induction of TAK1 complex	1/15	0.15357257044173697	0.28918558013969087	0	0	6.417207792207792	12.023165343876336	TRAF6
Rho GTPase cycle	3/123	0.1553886446010159	0.2915052638556408	0	0	2.2544724770642204	4.1974352842199565	TRIP10;RAC1;RHOQ
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	2/64	0.15756645183389897	0.2915052638556408	0	0	2.904256886139343	5.366799514471505	MAP2K1;PLCG2
Collagen biosynthesis and modifying enzymes	2/64	0.15756645183389897	0.2915052638556408	0	0	2.904256886139343	5.366799514471505	P4HB;PPIB
Validated nuclear estrogen receptor alpha network	2/64	0.15756645183389897	0.2915052638556408	0	0	2.904256886139343	5.366799514471505	NDUFV3;SOD1
Interleukin-1 signaling pathway	3/125	0.16068367625206184	0.2915052638556408	0	0	2.217288314032185	4.053907227565741	MAP2K1;TRAF6;UBE2A
ERK1/ERK2 MAPK pathway	2/65	0.16144978493904105	0.2915052638556408	0	0	2.858012611437269	5.211760661075445	MAP2K1;GNAS
Interleukin-12-mediated signaling events	2/65	0.16144978493904105	0.2915052638556408	0	0	2.858012611437269	5.211760661075445	IL2RA;GZMB
Acetylation and deacetylation of RelA in the nucleus	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	TRAF6
Amino acid biosynthesis and interconversion (transamination)	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	OAT
CD40L signaling pathway	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	TRAF6
Cell death signaling by NRIF in the nucleus	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	TRAF6
DNA-PK pathway in nonhomologous end joining	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	CSNK2B
Inhibition of platelet activation by aspirin	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	MAP2K1
Inhibitor of DNA binding (ID) signaling pathway	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	SREBF1
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	TRAF6
LPA4-mediated signaling events	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	GNAS
Rap1 signaling	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	YWHAZ
Rb tumor suppressor/checkpoint signaling in response to DNA damage	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	CDKN1A
Riboflavin metabolism	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	MTMR1
Serotonin receptor 2 and ELK-SRF/GATA4 signaling	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	MAP2K1
Sprouty regulation of FGF signaling	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	PPP2CB
p75 neurotrophin receptor signaling via NF-kB	1/16	0.16293259994973078	0.2915052638556408	0	0	5.989090909090909	10.866718307459855	TRAF6
Signaling by TGF-beta receptor complex	2/66	0.16535046746181495	0.2947019178006305	0	0	2.8132134703196345	5.062906559006428	CDK9;STRAP
HIV factor interactions with host	3/128	0.1687273267206804	0.2947019178006305	0	0	2.163743119266055	3.850318821185031	PSMD8;CDK9;RAC1
Adipocytokine signaling pathway	2/67	0.16926764738225428	0.2947019178006305	0	0	2.7697927643133124	4.919911162047697	SLC2A1;ACSL4
Cell-cell communication	3/129	0.17143439399410443	0.2947019178006305	0	0	2.146461336828309	3.785401824113056	CTNNA1;ACTN4;RAC1
Atypical NF-kappaB pathway	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	CSNK2B
Beta-catenin phosphorylation cascade	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	PPP2CB
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	MAP2K1
Destabilization of mRNA by KSRP	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	YWHAZ
Endocytotic role of NDK, phosphins and dynamin	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	CALM1
HIV-1 elongation complex formation in the absence of HIV-1 Tat	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	CDK9
Integrin beta-5 pathway	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	ITGB5
Ion channel function in vascular endothelium	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	GNAS
Nitric oxide metabolism	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	CALM1
Phenylalanine metabolism	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	MIF
Platelet sensitization by LDL	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	PPP2CB
Post-chaperonin tubulin folding pathway	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	TUBB6
SHC-related events	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	MAP2K1
SHC1 events in EGFR signaling	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	MAP2K1
TAK1-mediated activation of p38 MAPK	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	TRAF6
Zinc transporters	1/17	0.1721895869532201	0.2947019178006305	0	0	5.614488636363636	9.876779110409798	SLC39A6
HIV infection	4/200	0.1809460437511027	0.30572849849201433	0	0	1.8417191761497225	3.1485227916603047	PSMD8;CDK9;RAC1;NELFE
Long-term potentiation	2/70	0.18110989784378287	0.30572849849201433	0	0	2.6471931238248723	4.523129870621738	MAP2K1;CALM1
Bone remodeling	1/18	0.1813446607024876	0.30572849849201433	0	0	5.283957219251337	9.021595299218813	TRAF6
Human cytomegalovirus and MAP kinase pathways	1/18	0.1813446607024876	0.30572849849201433	0	0	5.283957219251337	9.021595299218813	MAP2K1
PKA activation in glucagon signaling	1/18	0.1813446607024876	0.30572849849201433	0	0	5.283957219251337	9.021595299218813	GNAS
Pertussis toxin-insensitive CCR5 signaling in macrophage	1/18	0.1813446607024876	0.30572849849201433	0	0	5.283957219251337	9.021595299218813	CALM1
Sodium/chloride-dependent neurotransmitter transporters	1/18	0.1813446607024876	0.30572849849201433	0	0	5.283957219251337	9.021595299218813	SLC6A6
Interleukin-6 signaling pathway	2/71	0.18508487414106098	0.3100466362999939	0	0	2.608695652173913	4.4007150781823885	MAP2K1;RAC1
Melanoma	2/71	0.18508487414106098	0.3100466362999939	0	0	2.608695652173913	4.4007150781823885	CDKN1A;MAP2K1
Viral myocarditis	2/71	0.18508487414106098	0.3100466362999939	0	0	2.608695652173913	4.4007150781823885	RAC1;ACTG1
Messenger RNA processing	4/203	0.18756524001452227	0.31231759285951777	0	0	1.813676678322488	3.0354210644979673	PTBP1;TMED10;PRPF40A;SNRPB
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	3/135	0.18792896325300767	0.31231759285951777	0	0	2.0482693911592995	3.42407400367554	IL2RA;SOD2;HBEGF
Costimulation by the CD28 family	2/72	0.1890723307852071	0.31231759285951777	0	0	2.5712981082844095	4.282820043272688	PPP2CB;RAC1
Cyclin A-Cdk2-associated events at S phase entry	2/72	0.1890723307852071	0.31231759285951777	0	0	2.5712981082844095	4.282820043272688	PSMD8;CDKN1A
Sphingolipid metabolism	2/72	0.1890723307852071	0.31231759285951777	0	0	2.5712981082844095	4.282820043272688	GM2A;DEGS1
FRS2-mediated activation	1/19	0.19039893810573896	0.31231759285951777	0	0	4.990151515151515	8.276833639884153	MAP2K1
Glycosaminoglycan degradation	1/19	0.19039893810573896	0.31231759285951777	0	0	4.990151515151515	8.276833639884153	HPSE
Ras activation upon calcium influx through NMDA receptor	1/19	0.19039893810573896	0.31231759285951777	0	0	4.990151515151515	8.276833639884153	CALM1
TP53 network	1/19	0.19039893810573896	0.31231759285951777	0	0	4.990151515151515	8.276833639884153	CDKN1A
Tob role in T-cell activation	1/19	0.19039893810573896	0.31231759285951777	0	0	4.990151515151515	8.276833639884153	IL2RA
Cap-dependent translation initiation	2/73	0.19307151126060235	0.31408953068992834	0	0	2.5349540163354556	4.169225268200585	EIF3C;EIF3D
Chronic myeloid leukemia	2/73	0.19307151126060235	0.31408953068992834	0	0	2.5349540163354556	4.169225268200585	CDKN1A;MAP2K1
Degradation of beta-catenin by the destruction complex	2/73	0.19307151126060235	0.31408953068992834	0	0	2.5349540163354556	4.169225268200585	PSMD8;PPP2CB
Myc repressed pathway	2/73	0.19307151126060235	0.31408953068992834	0	0	2.5349540163354556	4.169225268200585	CDKN1A;NDRG1
E2F transcription factor network	2/74	0.19708167408549002	0.3171167950150272	0	0	2.499619482496195	4.059724604665291	CDKN1A;RBBP8
Gastric acid secretion	2/74	0.19708167408549002	0.3171167950150272	0	0	2.499619482496195	4.059724604665291	GNAS;CALM1
Seven transmembrane receptor signaling through beta-arrestin	2/74	0.19708167408549002	0.3171167950150272	0	0	2.499619482496195	4.059724604665291	MAP2K1;ACTG1
Wnt/calcium/cyclic GMP pathway	2/74	0.19708167408549002	0.3171167950150272	0	0	2.499619482496195	4.059724604665291	PLCG2;NFATC2
Systemic lupus erythematosus	3/139	0.19914556708185502	0.3171167950150272	0	0	1.9876214247166757	3.20746291262925	H2AFY;ACTN4;SNRPB
p53 signaling pathway	3/139	0.19914556708185502	0.3171167950150272	0	0	1.9876214247166757	3.20746291262925	CDKN1A;PPM1J;NDRG1
Dual incision reaction in GG-NER	1/20	0.19935352386242522	0.3171167950150272	0	0	4.7272727272727275	7.6235570440517275	RAD23B
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) degradation	1/20	0.19935352386242522	0.3171167950150272	0	0	4.7272727272727275	7.6235570440517275	HPSE
ID regulation of gene expression	1/20	0.19935352386242522	0.3171167950150272	0	0	4.7272727272727275	7.6235570440517275	CDKN1A
Nerve growth factor (NGF) pathway	1/20	0.19935352386242522	0.3171167950150272	0	0	4.7272727272727275	7.6235570440517275	MAP2K1
Sprouty regulation of tyrosine kinase signals	1/20	0.19935352386242522	0.3171167950150272	0	0	4.7272727272727275	7.6235570440517275	MAP2K1
Biosynthesis of unsaturated fatty acids	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	ELOVL6
ChREBP regulation by carbohydrates and cAMP	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	GNAS
IGF1 signaling pathway	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	MAP2K1
Mitochondrial tRNA aminoacylation	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	GARS
Nicotine activity on dopaminergic neurons	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	GNB1
PKC-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	GNB1
Presynaptic function of kainate receptors	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	GNB1
Prion pathway	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	LAMA5
p38 MK2 pathway	1/21	0.20820951076946598	0.3253015920734825	0	0	4.490681818181818	7.04682480490113	YWHAZ
G alpha (12/13) signaling events	2/77	0.2091708625912557	0.3261577284278671	0	0	2.399269406392694	3.7539061183948323	GNB1;RAC1
Apoptosis regulation	2/78	0.21321783274694792	0.331812366937558	0	0	2.367579908675799	3.6589549359489806	PSMD8;CDKN1A
CTLA4 inhibitory signaling	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	PPP2CB
Epstein-Barr virus LMP1 signaling	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	TRAF6
Nephrin interactions	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	ACTN4
Nitric oxide signaling pathway	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	CALM1
T cell receptor downstream signaling	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	TRAF6
TRAF6 mediated NF-kB activation	1/22	0.21696797950819893	0.33351720055712214	0	0	4.276623376623377	6.534704024656884	TRAF6
Antigen processing: cross presentation	2/79	0.21727229541997564	0.33351720055712214	0	0	2.3367135147957065	3.567235951933164	PSMD8;ITGB5
Apoptosis modulation and signaling	2/80	0.2213335945723747	0.33589069678331274	0	0	2.3066385669125395	3.4786052652414594	TRAF6;BNIP3
MAP kinase signaling pathway	2/81	0.22540108757658733	0.33589069678331274	0	0	2.2773250101150224	3.3929269857417346	MAP2K1;RAC1
Angiogenesis	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	VEGFA
BAD phosphorylation mediated by IGF1R signaling	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	MAP2K1
CREB transcription factor and its extracellular signals	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	RAC1
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	MAP2K1
Cyclins and cell cycle regulation	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	CDKN1A
Deadenylation of mRNA	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	EIF4A3
Mitochondrial fatty acid beta-oxidation	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	ACSL4
Post-elongation processing of intronless pre-mRNA	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	SNRPB
Progesterone-initiated oocyte maturation	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	GNAS
Proximal tubule bicarbonate reclamation	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	MDH1
Rho cell motility signaling pathway	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	VCL
Signaling by bone morphogenetic protein (BMP)	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	BMPR1A
Th1/Th2 differentiation pathway	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	IL2RA
Visual signal transduction: rods	1/23	0.2256299991066613	0.33589069678331274	0	0	4.08202479338843	6.077558508656151	GNB1
SMAD2/3 nuclear pathway	2/82	0.22947414513115963	0.3409700574547739	0	0	2.248744292237443	3.310072696951228	CDKN1A;ITGB5
Meiosis	2/83	0.23355215090365217	0.3415547848150366	0	0	2.2208692710975817	3.2299209634013284	RBBP8;LMNB1
T cell signal transduction	2/83	0.23355215090365217	0.3415547848150366	0	0	2.2208692710975817	3.2299209634013284	MAP2K1;NFATC2
Cytosolic tRNA aminoacylation	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	GARS
Dorso-ventral axis formation	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	MAP2K1
Inhibition of cellular proliferation by Gleevec	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	MAP2K1
NF-kappaB signaling pathway	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	TRAF6
Nicotinate and nicotinamide metabolism	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	NAMPT
Plexin D1 signaling	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	VEGFA
Proteasome complex	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	UBE2A
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.23419662685036094	0.3415547848150366	0	0	3.9043478260869566	5.667528779312132	TRAF6
ECM-receptor interaction	2/84	0.2376345013896257	0.34529212080371025	0	0	2.1936741285221073	3.1523568738832206	LAMA5;ITGB5
Small cell lung cancer	2/84	0.2376345013896257	0.34529212080371025	0	0	2.1936741285221073	3.1523568738832206	LAMA5;TRAF6
Asparagine N-linked glycosylation	2/85	0.24172060576102875	0.3486609834468952	0	0	2.1671342905870055	3.077271619689967	FUT8;MGAT4B
